log,cleaned_log,label,stage,severity,root_cause,log_length
"2026-03-03T18:30:17.5873236Z updater | 2026/03/03 18:30:17 INFO <job_1267077564> Job definition: {""job"":{""command"":""security"",""allowed-updates"":[{""dependency-type"":""direct"",""update-type"":""all""}],""commit-message-options"":{""prefix"":null,""prefix-development"":null,""include-scope"":null},""credentials-metadata"":[{""type"":""git_source"",""host"":""github.com""}],""debug"":null,""dependencies"":[""underscore""],""dependency-groups"":[],""dependency-group-to-refresh"":null,""existing-pull-requests"":[],""existing-group-pull-requests"":[],""experiments"":{""record-ecosystem-versions"":true,""record-update-job-unknown-error"":true,""proxy-cached"":true,""enable-record-ecosystem-meta"":true,""enable-corepack-for-npm-and-yarn"":true,""enable-private-registry-for-corepack"":true,""enable-shared-helpers-command-timeout"":true,""avoid-duplicate-updates-package-json"":true,""allow-refresh-for-existing-pr-dependencies"":true,""allow-refresh-group-with-all-dependencies"":true,""enable-enhanced-error-details-for-updater"":true,""gradle-lockfile-updater"":true,""enable-exclude-paths-subdirectory-manifest-files"":true,""group-membership-enforcement"":true},""ignore-conditions"":[{""dependency-name"":""*"",""version-requirement"":"">= 0"",""update-types"":null,""source"":"".github/dependabot.yml"",""updated-at"":""2024-09-26T14:34:40.000Z""}],""lockfile-only"":false,""max-updater-run-time"":2700,""package-manager"":""npm_and_yarn"",""requirements-update-strategy"":null,""reject-external-code"":false,""security-advisories"":[{""dependency-name"":""underscore"",""patched-versions"":[],""unaffected-versions"":[],""affected-versions"":[""<= 1.13.7""]},{""dependency-name"":""underscore"",""patched-versions"":[],""unaffected-versions"":[],""affected-versions"":["">= 1.3.2 < 1.12.1""]}],""security-updates-only"":true,""source"":{""provider"":""github"",""repo"":""facebook/react"",""branch"":null,""api-endpoint"":""https://api.github.com/"",""hostname"":""github.com"",""directories"":[""/fixtures/owner-stacks""]},""updating-a-pull-request"":false,""update-subdependencies"":false,""vendor-dependencies"":false,""enable-beta-ecosystems"":false,""repo-private"":false,""multi-ecosystem-update"":false,""exclude-paths"":null}} 2026-03-03T18:30:25.1259278Z   proxy | 2026/03/03 18:30:25 [028] POST /update_jobs/1267077564/record_update_job_error 2026-03-03T18:30:25.2272859Z   proxy | 2026/03/03 18:30:25 [028] 204 /update_jobs/1267077564/record_update_job_error 2026-03-03T18:30:25.5360848Z Dependabot encountered '1' error(s) during execution, please check the logs for more details. 2026-03-03T18:30:25.5361985Z |             Errors             |",tz updater info job job,Timeout Error,build,medium,Execution exceeded time limit,23.0
"2026-04-11T12:51:26.5149818Z [36;1m  echo ""ERROR: parse_ref.py not found"" >&2[0m 2026-04-11T12:51:53.6851579Z   inflating: build/bin/c10_error_test 2026-04-11T12:51:53.6899144Z   inflating: build/bin/c10_exception_test 2026-04-11T12:54:26.5071660Z ##[error][OSDC] Step script exited with code 1. This is a script/workflow error, not an infrastructure issue. Check the step logs above for the actual failure. 2026-04-11T12:54:26.5095838Z ##[error]Process completed with exit code 1.",tz m echo error parserefpy not,Runtime Error,test,medium,auto-detected,30.0
"2026-04-02T15:08:35.000Z ##[group]Run CI for apache/spark
2026-04-02T15:08:35.000Z Runner image: ubuntu-latest
2026-04-02T15:08:35.000Z Language: node
2026-04-02T15:08:35.000Z Pulling cache layer from registry
2026-04-02T15:08:35.000Z error: failed to solve: no space left on device
2026-04-02T15:08:35.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t15:08:35.000z group run ci for apache/spark 2026-04-02t15:08:35.000z runner image: ubuntu-latest 2026-04-02t15:08:35.000z language: node 2026-04-02t15:08:35.000z pulling cache layer from registry 2026-04-02t15:08:35.000z,Infrastructure Error,build,high,Runner or external service instability,231.0
"2026-04-04T21:42:20.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-04T21:42:20.000Z Runner image: windows-latest
2026-04-04T21:42:20.000Z Language: go
2026-04-04T21:42:20.000Z Starting module auth
2026-04-04T21:42:20.000Z Traceback (most recent call last): ValueError: invalid state transition in auth
2026-04-04T21:42:20.000Z ##[error]Runtime exception in test process",2026-04-04t21:42:20.000z group run ci for tensorflow/tensorflow 2026-04-04t21:42:20.000z runner image: windows-latest 2026-04-04t21:42:20.000z language: go 2026-04-04t21:42:20.000z starting module auth 2026-04-04t21:42:20.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution,
"2026-04-15T18:36:14.000Z ##[group]Run CI for angular/angular
2026-04-15T18:36:14.000Z Runner image: macos-latest
2026-04-15T18:36:14.000Z Language: node
2026-04-15T18:36:14.000Z Starting module billing
2026-04-15T18:36:14.000Z Traceback (most recent call last): ValueError: invalid state transition in billing
2026-04-15T18:36:14.000Z ##[error]Runtime exception in test process",2026-04-15t18:36:14.000z group run ci for angular/angular 2026-04-15t18:36:14.000z runner image: macos-latest 2026-04-15t18:36:14.000z language: node 2026-04-15t18:36:14.000z starting module billing 2026-04-15t18:36:14.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution,
"2026-04-11T17:36:08.000Z ##[group]Run CI for apache/spark
2026-04-11T17:36:08.000Z Runner image: windows-latest
2026-04-11T17:36:08.000Z Language: go
2026-04-11T17:36:08.000Z FAIL packages/react-dom/src/__tests__/hydration.test.js
2026-04-11T17:36:08.000Z AssertionError: expected 9 but received 19
2026-04-11T17:36:08.000Z ##[error]Test suite failed with exit code 1",2026-04-11t17:36:08.000z group run ci for apache/spark 2026-04-11t17:36:08.000z runner image: windows-latest 2026-04-11t17:36:08.000z language: go 2026-04-11t17:36:08.000z fail packages/react-dom/src/__tests__/hydration.test.js 2026-04-11t17:36:08.000z assertionerror: expected 9,Test Failure,test,medium,Assertion mismatch in CI test suite,
"2026-04-02T21:48:12.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-02T21:48:12.000Z Runner image: windows-latest
2026-04-02T21:48:12.000Z Language: go
2026-04-02T21:48:12.000Z validating .github/workflows/ci.yml
2026-04-02T21:48:12.000Z workflow syntax error: Unexpected value 'stepz'
2026-04-02T21:48:12.000Z ##[error]Invalid workflow configuration",2026-04-02t21:48:12.000z group run ci for tensorflow/tensorflow 2026-04-02t21:48:12.000z runner image: windows-latest 2026-04-02t21:48:12.000z language: go 2026-04-02t21:48:12.000z validating .github/workflows/ci.yml 2026-04-02t21:48:12.000z workflow syntax error:,Configuration Error,build,high,Invalid workflow configuration or environment variable,264.0
"2026-04-01T17:56:00.000Z ##[group]Run CI for django/django
2026-04-01T17:56:00.000Z Runner image: macos-latest
2026-04-01T17:56:00.000Z Language: java
2026-04-01T17:56:00.000Z src/auth/handler.py:284: SyntaxError: unexpected token '{'
2026-04-01T17:56:00.000Z pylint: E0001 syntax-error
2026-04-01T17:56:00.000Z ##[error]Build stopped due to syntax error",2026-04-01t17:56:00.000z group run ci for django/django 2026-04-01t17:56:00.000z runner image: macos-latest 2026-04-01t17:56:00.000z language: java 2026-04-01t17:56:00.000z src/auth/handler.py:284: syntaxerror: unexpected token 2026-04-01t17:56:00.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter,260.0
"2026-04-12T05:09:55.000Z ##[group]Run CI for angular/angular
2026-04-12T05:09:55.000Z Runner image: macos-latest
2026-04-12T05:09:55.000Z Language: go
2026-04-12T05:09:55.000Z helm upgrade --install api ./charts/api
2026-04-12T05:09:55.000Z Error: UPGRADE FAILED: timed out waiting for the condition
2026-04-12T05:09:55.000Z ##[error]Deployment failed in production stage",2026-04-12t05:09:55.000z group run ci for angular/angular 2026-04-12t05:09:55.000z runner image: macos-latest 2026-04-12t05:09:55.000z language: go 2026-04-12t05:09:55.000z helm upgrade --install api ./charts/api 2026-04-12t05:09:55.000z,Deployment Error,deploy,high,Release or deployment command failed,
"2026-04-15T12:40:17.000Z ##[group]Run CI for apache/spark
2026-04-15T12:40:17.000Z Runner image: macos-latest
2026-04-15T12:40:17.000Z Language: java
2026-04-15T12:40:17.000Z pytest -m integration --maxfail=1
2026-04-15T12:40:17.000Z Error: Process timed out after 30 minutes
2026-04-15T12:40:17.000Z ##[error]The operation was canceled",2026-04-15t12:40:17.000z group run ci for apache/spark 2026-04-15t12:40:17.000z runner image: macos-latest 2026-04-15t12:40:17.000z language: java 2026-04-15t12:40:17.000z pytest -m integration --maxfail 1 2026-04-15t12:40:17.000z,Timeout Error,test,medium,Long-running step exceeded CI timeout threshold,
"2026-04-15T23:48:52.000Z ##[group]Run CI for vercel/next.js
2026-04-15T23:48:52.000Z Runner image: ubuntu-latest
2026-04-15T23:48:52.000Z Language: java
2026-04-15T23:48:52.000Z Pulling cache layer from registry
2026-04-15T23:48:52.000Z error: failed to solve: no space left on device
2026-04-15T23:48:52.000Z ##[error]Runner disk pressure caused job failure",2026-04-15t23:48:52.000z group run ci for vercel/next.js 2026-04-15t23:48:52.000z runner image: ubuntu-latest 2026-04-15t23:48:52.000z language: java 2026-04-15t23:48:52.000z pulling cache layer from registry 2026-04-15t23:48:52.000z,Infrastructure Error,build,high,Runner or external service instability,
"2026-04-11T17:48:49.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-11T17:48:49.000Z Runner image: macos-latest
2026-04-11T17:48:49.000Z Language: rust
2026-04-11T17:48:49.000Z FAIL src/test/java/com/example/ServiceTest.java
2026-04-11T17:48:49.000Z AssertionError: expected 2 but received 15
2026-04-11T17:48:49.000Z ##[error]Test suite failed with exit code 1",2026-04-11t17:48:49.000z group run ci for tensorflow/tensorflow 2026-04-11t17:48:49.000z runner image: macos-latest 2026-04-11t17:48:49.000z language: rust 2026-04-11t17:48:49.000z fail src/test/java/com/example/servicetest.java 2026-04-11t17:48:49.000z assertionerror: expected 2,Test Failure,test,medium,Assertion mismatch in CI test suite,
"2026-04-01T14:27:23.000Z ##[group]Run CI for facebook/react
2026-04-01T14:27:23.000Z Runner image: windows-latest
2026-04-01T14:27:23.000Z Language: python
2026-04-01T14:27:23.000Z src/scheduler/handler.py:84: SyntaxError: unexpected token '['
2026-04-01T14:27:23.000Z pylint: E0001 syntax-error
2026-04-01T14:27:23.000Z ##[error]Build stopped due to syntax error",2026-04-01t14:27:23.000z group run ci for facebook/react 2026-04-01t14:27:23.000z runner image: windows-latest 2026-04-01t14:27:23.000z language: python 2026-04-01t14:27:23.000z src/scheduler/handler.py:84: syntaxerror: unexpected token 2026-04-01t14:27:23.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter,269.0
"2026-04-04T23:08:22.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-04T23:08:22.000Z Runner image: macos-latest
2026-04-04T23:08:22.000Z Language: java
2026-04-04T23:08:22.000Z Pulling cache layer from registry
2026-04-04T23:08:22.000Z error: failed to solve: no space left on device
2026-04-04T23:08:22.000Z ##[error]Runner disk pressure caused job failure",2026-04-04t23:08:22.000z group run ci for tensorflow/tensorflow 2026-04-04t23:08:22.000z runner image: macos-latest 2026-04-04t23:08:22.000z language: java 2026-04-04t23:08:22.000z pulling cache layer from registry 2026-04-04t23:08:22.000z,Infrastructure Error,build,high,Runner or external service instability,
"2026-04-08T08:26:17.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-08T08:26:17.000Z Runner image: macos-latest
2026-04-08T08:26:17.000Z Language: node
2026-04-08T08:26:17.000Z src/compiler/handler.py:258: SyntaxError: unexpected token '['
2026-04-08T08:26:17.000Z pylint: E0001 syntax-error
2026-04-08T08:26:17.000Z ##[error]Build stopped due to syntax error",2026-04-08t08:26:17.000z group run ci for spring-projects/spring-boot 2026-04-08t08:26:17.000z runner image: macos-latest 2026-04-08t08:26:17.000z language: node 2026-04-08t08:26:17.000z src/compiler/handler.py:258: syntaxerror: unexpected token 2026-04-08t08:26:17.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter,
"2026-04-01T23:33:45.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T23:33:45.000Z Runner image: windows-latest
2026-04-01T23:33:45.000Z Language: node
2026-04-01T23:33:45.000Z make build-ci -j4
2026-04-01T23:33:45.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T23:33:45.000Z ##[error]Build failed with exit code 2",2026-04-01t23:33:45.000z group run ci for spring-projects/spring-boot 2026-04-01t23:33:45.000z runner image: windows-latest 2026-04-01t23:33:45.000z language: node 2026-04-01t23:33:45.000z make build-ci -j4 2026-04-01t23:33:45.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed,242.0
"2026-04-01T15:22:55.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T15:22:55.000Z Runner image: windows-latest
2026-04-01T15:22:55.000Z Language: go
2026-04-01T15:22:55.000Z Pulling cache layer from registry
2026-04-01T15:22:55.000Z error: failed to solve: no space left on device
2026-04-01T15:22:55.000Z ##[error]Runner disk pressure caused job failure",2026-04-01t15:22:55.000z group run ci for pytorch/pytorch 2026-04-01t15:22:55.000z runner image: windows-latest 2026-04-01t15:22:55.000z language: go 2026-04-01t15:22:55.000z pulling cache layer from registry 2026-04-01t15:22:55.000z,Infrastructure Error,build,high,Runner or external service instability,233.0
"2026-04-01T14:38:06.000Z ##[group]Run CI for django/django
2026-04-01T14:38:06.000Z Runner image: windows-latest
2026-04-01T14:38:06.000Z Language: go
2026-04-01T14:38:06.000Z helm upgrade --install api ./charts/api
2026-04-01T14:38:06.000Z Error: UPGRADE FAILED: timed out waiting for the condition
2026-04-01T14:38:06.000Z ##[error]Deployment failed in production stage",2026-04-01t14:38:06.000z group run ci for django/django 2026-04-01t14:38:06.000z runner image: windows-latest 2026-04-01t14:38:06.000z language: go 2026-04-01t14:38:06.000z helm upgrade --install api ./charts/api 2026-04-01t14:38:06.000z,Deployment Error,deploy,high,Release or deployment command failed,237.0
"2026-04-02T02:54:23.000Z ##[group]Run CI for apache/spark
2026-04-02T02:54:23.000Z Runner image: macos-latest
2026-04-02T02:54:23.000Z Language: java
2026-04-02T02:54:23.000Z Starting module scheduler
2026-04-02T02:54:23.000Z Traceback (most recent call last): ValueError: invalid state transition in scheduler
2026-04-02T02:54:23.000Z ##[error]Runtime exception in test process",2026-04-02t02:54:23.000z group run ci for apache/spark 2026-04-02t02:54:23.000z runner image: macos-latest 2026-04-02t02:54:23.000z language: java 2026-04-02t02:54:23.000z starting module scheduler 2026-04-02t02:54:23.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution,237.0
"2026-04-02T01:28:09.000Z ##[group]Run CI for angular/angular
2026-04-02T01:28:09.000Z Runner image: windows-latest
2026-04-02T01:28:09.000Z Language: node
2026-04-02T01:28:09.000Z validating .github/workflows/ci.yml
2026-04-02T01:28:09.000Z workflow syntax error: Unexpected value 'stepz'
2026-04-02T01:28:09.000Z ##[error]Invalid workflow configuration",2026-04-02t01:28:09.000z group run ci for angular/angular 2026-04-02t01:28:09.000z runner image: windows-latest 2026-04-02t01:28:09.000z language: node 2026-04-02t01:28:09.000z validating .github/workflows/ci.yml 2026-04-02t01:28:09.000z workflow syntax error:,Configuration Error,build,high,Invalid workflow configuration or environment variable,260.0
"2026-04-08T08:40:08.000Z ##[group]Run CI for vercel/next.js
2026-04-08T08:40:08.000Z Runner image: ubuntu-latest
2026-04-08T08:40:08.000Z Language: rust
2026-04-08T08:40:08.000Z src/billing/handler.py:352: SyntaxError: unexpected token '['
2026-04-08T08:40:08.000Z pylint: E0001 syntax-error
2026-04-08T08:40:08.000Z ##[error]Build stopped due to syntax error",2026-04-08t08:40:08.000z group run ci for vercel/next.js 2026-04-08t08:40:08.000z runner image: ubuntu-latest 2026-04-08t08:40:08.000z language: rust 2026-04-08t08:40:08.000z src/billing/handler.py:352: syntaxerror: unexpected token 2026-04-08t08:40:08.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter,
"2026-04-01T19:15:15.000Z ##[group]Run CI for angular/angular
2026-04-01T19:15:15.000Z Runner image: macos-latest
2026-04-01T19:15:15.000Z Language: go
2026-04-01T19:15:15.000Z aws secretsmanager get-secret-value --secret-id docker-token
2026-04-01T19:15:15.000Z AccessDeniedException: User is not authorized to perform secretsmanager:GetSecretValue
2026-04-01T19:15:15.000Z ##[error]permission denied while accessing deployment secret",2026-04-01t19:15:15.000z group run ci for angular/angular 2026-04-01t19:15:15.000z runner image: macos-latest 2026-04-01t19:15:15.000z language: go 2026-04-01t19:15:15.000z aws secretsmanager get-secret-value --secret-id docker-token 2026-04-01t19:15:15.000z,Permission Error,deploy,high,"Token, role, or filesystem permission denied",258.0
"2026-04-01T23:08:44.000Z ##[group]Run CI for nodejs/node
2026-04-01T23:08:44.000Z Runner image: ubuntu-latest
2026-04-01T23:08:44.000Z Language: python
2026-04-01T23:08:44.000Z aws secretsmanager get-secret-value --secret-id docker-token
2026-04-01T23:08:44.000Z AccessDeniedException: User is not authorized to perform secretsmanager:GetSecretValue
2026-04-01T23:08:44.000Z ##[error]permission denied while accessing deployment secret",2026-04-01t23:08:44.000z group run ci for nodejs/node 2026-04-01t23:08:44.000z runner image: ubuntu-latest 2026-04-01t23:08:44.000z language: python 2026-04-01t23:08:44.000z aws secretsmanager get-secret-value --secret-id docker-token 2026-04-01t23:08:44.000z,Permission Error,deploy,high,"Token, role, or filesystem permission denied",259.0
