log,cleaned_log,label,stage,severity,root_cause
"2026-04-01T12:43:58.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T12:43:58.000Z Runner image: macos-latest
2026-04-01T12:43:58.000Z Language: rust
2026-04-01T12:43:58.000Z make build-ci -j4
2026-04-01T12:43:58.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T12:43:58.000Z ##[error]Build failed with exit code 2",2026-04-01t12:43:58.000z group run ci for tensorflow/tensorflow 2026-04-01t12:43:58.000z runner image: macos-latest 2026-04-01t12:43:58.000z language: rust 2026-04-01t12:43:58.000z make build-ci -j4 2026-04-01t12:43:58.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T05:56:50.000Z ##[group]Run CI for nodejs/node
2026-04-02T05:56:50.000Z Runner image: windows-latest
2026-04-02T05:56:50.000Z Language: node
2026-04-02T05:56:50.000Z make build-ci -j4
2026-04-02T05:56:50.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T05:56:50.000Z ##[error]Build failed with exit code 2",2026-04-02t05:56:50.000z group run ci for nodejs/node 2026-04-02t05:56:50.000z runner image: windows-latest 2026-04-02t05:56:50.000z language: node 2026-04-02t05:56:50.000z make build-ci -j4 2026-04-02t05:56:50.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T12:45:19.000Z ##[group]Run CI for apache/spark
2026-04-01T12:45:19.000Z Runner image: ubuntu-latest
2026-04-01T12:45:19.000Z Language: java
2026-04-01T12:45:19.000Z make build-ci -j4
2026-04-01T12:45:19.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T12:45:19.000Z ##[error]Build failed with exit code 2",2026-04-01t12:45:19.000z group run ci for apache/spark 2026-04-01t12:45:19.000z runner image: ubuntu-latest 2026-04-01t12:45:19.000z language: java 2026-04-01t12:45:19.000z make build-ci -j4 2026-04-01t12:45:19.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T00:18:29.000Z ##[group]Run CI for angular/angular
2026-04-02T00:18:29.000Z Runner image: macos-latest
2026-04-02T00:18:29.000Z Language: python
2026-04-02T00:18:29.000Z make build-ci -j4
2026-04-02T00:18:29.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T00:18:29.000Z ##[error]Build failed with exit code 2",2026-04-02t00:18:29.000z group run ci for angular/angular 2026-04-02t00:18:29.000z runner image: macos-latest 2026-04-02t00:18:29.000z language: python 2026-04-02t00:18:29.000z make build-ci -j4 2026-04-02t00:18:29.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T06:08:17.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-02T06:08:17.000Z Runner image: macos-latest
2026-04-02T06:08:17.000Z Language: go
2026-04-02T06:08:17.000Z make build-ci -j4
2026-04-02T06:08:17.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T06:08:17.000Z ##[error]Build failed with exit code 2",2026-04-02t06:08:17.000z group run ci for spring-projects/spring-boot 2026-04-02t06:08:17.000z runner image: macos-latest 2026-04-02t06:08:17.000z language: go 2026-04-02t06:08:17.000z make build-ci -j4 2026-04-02t06:08:17.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T06:12:41.000Z ##[group]Run CI for vercel/next.js
2026-04-02T06:12:41.000Z Runner image: ubuntu-latest
2026-04-02T06:12:41.000Z Language: java
2026-04-02T06:12:41.000Z make build-ci -j4
2026-04-02T06:12:41.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T06:12:41.000Z ##[error]Build failed with exit code 2",2026-04-02t06:12:41.000z group run ci for vercel/next.js 2026-04-02t06:12:41.000z runner image: ubuntu-latest 2026-04-02t06:12:41.000z language: java 2026-04-02t06:12:41.000z make build-ci -j4 2026-04-02t06:12:41.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T00:27:50.000Z ##[group]Run CI for microsoft/vscode
2026-04-02T00:27:50.000Z Runner image: macos-latest
2026-04-02T00:27:50.000Z Language: node
2026-04-02T00:27:50.000Z make build-ci -j4
2026-04-02T00:27:50.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T00:27:50.000Z ##[error]Build failed with exit code 2",2026-04-02t00:27:50.000z group run ci for microsoft/vscode 2026-04-02t00:27:50.000z runner image: macos-latest 2026-04-02t00:27:50.000z language: node 2026-04-02t00:27:50.000z make build-ci -j4 2026-04-02t00:27:50.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T06:20:52.000Z ##[group]Run CI for microsoft/vscode
2026-04-02T06:20:52.000Z Runner image: macos-latest
2026-04-02T06:20:52.000Z Language: node
2026-04-02T06:20:52.000Z make build-ci -j4
2026-04-02T06:20:52.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T06:20:52.000Z ##[error]Build failed with exit code 2",2026-04-02t06:20:52.000z group run ci for microsoft/vscode 2026-04-02t06:20:52.000z runner image: macos-latest 2026-04-02t06:20:52.000z language: node 2026-04-02t06:20:52.000z make build-ci -j4 2026-04-02t06:20:52.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T06:24:42.000Z ##[group]Run CI for django/django
2026-04-02T06:24:42.000Z Runner image: macos-latest
2026-04-02T06:24:42.000Z Language: java
2026-04-02T06:24:42.000Z make build-ci -j4
2026-04-02T06:24:42.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T06:24:42.000Z ##[error]Build failed with exit code 2",2026-04-02t06:24:42.000z group run ci for django/django 2026-04-02t06:24:42.000z runner image: macos-latest 2026-04-02t06:24:42.000z language: java 2026-04-02t06:24:42.000z make build-ci -j4 2026-04-02t06:24:42.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T00:36:59.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-02T00:36:59.000Z Runner image: ubuntu-latest
2026-04-02T00:36:59.000Z Language: node
2026-04-02T00:36:59.000Z make build-ci -j4
2026-04-02T00:36:59.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T00:36:59.000Z ##[error]Build failed with exit code 2",2026-04-02t00:36:59.000z group run ci for tensorflow/tensorflow 2026-04-02t00:36:59.000z runner image: ubuntu-latest 2026-04-02t00:36:59.000z language: node 2026-04-02t00:36:59.000z make build-ci -j4 2026-04-02t00:36:59.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T18:46:28.000Z ##[group]Run CI for vercel/next.js
2026-04-01T18:46:28.000Z Runner image: ubuntu-latest
2026-04-01T18:46:28.000Z Language: java
2026-04-01T18:46:28.000Z make build-ci -j4
2026-04-01T18:46:28.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T18:46:28.000Z ##[error]Build failed with exit code 2",2026-04-01t18:46:28.000z group run ci for vercel/next.js 2026-04-01t18:46:28.000z runner image: ubuntu-latest 2026-04-01t18:46:28.000z language: java 2026-04-01t18:46:28.000z make build-ci -j4 2026-04-01t18:46:28.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T12:54:16.000Z ##[group]Run CI for microsoft/vscode
2026-04-01T12:54:16.000Z Runner image: windows-latest
2026-04-01T12:54:16.000Z Language: java
2026-04-01T12:54:16.000Z make build-ci -j4
2026-04-01T12:54:16.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T12:54:16.000Z ##[error]Build failed with exit code 2",2026-04-01t12:54:16.000z group run ci for microsoft/vscode 2026-04-01t12:54:16.000z runner image: windows-latest 2026-04-01t12:54:16.000z language: java 2026-04-01t12:54:16.000z make build-ci -j4 2026-04-01t12:54:16.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T12:55:29.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T12:55:29.000Z Runner image: macos-latest
2026-04-01T12:55:29.000Z Language: node
2026-04-01T12:55:29.000Z make build-ci -j4
2026-04-01T12:55:29.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T12:55:29.000Z ##[error]Build failed with exit code 2",2026-04-01t12:55:29.000z group run ci for pytorch/pytorch 2026-04-01t12:55:29.000z runner image: macos-latest 2026-04-01t12:55:29.000z language: node 2026-04-01t12:55:29.000z make build-ci -j4 2026-04-01t12:55:29.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T00:48:44.000Z ##[group]Run CI for microsoft/vscode
2026-04-02T00:48:44.000Z Runner image: ubuntu-latest
2026-04-02T00:48:44.000Z Language: go
2026-04-02T00:48:44.000Z make build-ci -j4
2026-04-02T00:48:44.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T00:48:44.000Z ##[error]Build failed with exit code 2",2026-04-02t00:48:44.000z group run ci for microsoft/vscode 2026-04-02t00:48:44.000z runner image: ubuntu-latest 2026-04-02t00:48:44.000z language: go 2026-04-02t00:48:44.000z make build-ci -j4 2026-04-02t00:48:44.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T18:54:14.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T18:54:14.000Z Runner image: macos-latest
2026-04-01T18:54:14.000Z Language: java
2026-04-01T18:54:14.000Z make build-ci -j4
2026-04-01T18:54:14.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T18:54:14.000Z ##[error]Build failed with exit code 2",2026-04-01t18:54:14.000z group run ci for tensorflow/tensorflow 2026-04-01t18:54:14.000z runner image: macos-latest 2026-04-01t18:54:14.000z language: java 2026-04-01t18:54:14.000z make build-ci -j4 2026-04-01t18:54:14.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T00:54:26.000Z ##[group]Run CI for nodejs/node
2026-04-02T00:54:26.000Z Runner image: windows-latest
2026-04-02T00:54:26.000Z Language: node
2026-04-02T00:54:26.000Z make build-ci -j4
2026-04-02T00:54:26.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T00:54:26.000Z ##[error]Build failed with exit code 2",2026-04-02t00:54:26.000z group run ci for nodejs/node 2026-04-02t00:54:26.000z runner image: windows-latest 2026-04-02t00:54:26.000z language: node 2026-04-02t00:54:26.000z make build-ci -j4 2026-04-02t00:54:26.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T18:58:48.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T18:58:48.000Z Runner image: windows-latest
2026-04-01T18:58:48.000Z Language: rust
2026-04-01T18:58:48.000Z make build-ci -j4
2026-04-01T18:58:48.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T18:58:48.000Z ##[error]Build failed with exit code 2",2026-04-01t18:58:48.000z group run ci for spring-projects/spring-boot 2026-04-01t18:58:48.000z runner image: windows-latest 2026-04-01t18:58:48.000z language: rust 2026-04-01t18:58:48.000z make build-ci -j4 2026-04-01t18:58:48.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T13:00:33.000Z ##[group]Run CI for vercel/next.js
2026-04-01T13:00:33.000Z Runner image: macos-latest
2026-04-01T13:00:33.000Z Language: rust
2026-04-01T13:00:33.000Z make build-ci -j4
2026-04-01T13:00:33.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T13:00:33.000Z ##[error]Build failed with exit code 2",2026-04-01t13:00:33.000z group run ci for vercel/next.js 2026-04-01t13:00:33.000z runner image: macos-latest 2026-04-01t13:00:33.000z language: rust 2026-04-01t13:00:33.000z make build-ci -j4 2026-04-01t13:00:33.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T13:01:03.000Z ##[group]Run CI for apache/spark
2026-04-01T13:01:03.000Z Runner image: macos-latest
2026-04-01T13:01:03.000Z Language: java
2026-04-01T13:01:03.000Z Starting module auth
2026-04-01T13:01:03.000Z Traceback (most recent call last): ValueError: invalid state transition in auth
2026-04-01T13:01:03.000Z ##[error]Runtime exception in test process",2026-04-01t13:01:03.000z group run ci for apache/spark 2026-04-01t13:01:03.000z runner image: macos-latest 2026-04-01t13:01:03.000z language: java 2026-04-01t13:01:03.000z starting module auth 2026-04-01t13:01:03.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution
"2026-04-01T19:04:10.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T19:04:10.000Z Runner image: macos-latest
2026-04-01T19:04:10.000Z Language: node
2026-04-01T19:04:10.000Z Starting module router
2026-04-01T19:04:10.000Z Traceback (most recent call last): ValueError: invalid state transition in router
2026-04-01T19:04:10.000Z ##[error]Runtime exception in test process",2026-04-01t19:04:10.000z group run ci for spring-projects/spring-boot 2026-04-01t19:04:10.000z runner image: macos-latest 2026-04-01t19:04:10.000z language: node 2026-04-01t19:04:10.000z starting module router 2026-04-01t19:04:10.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution
"2026-04-01T19:06:45.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T19:06:45.000Z Runner image: macos-latest
2026-04-01T19:06:45.000Z Language: go
2026-04-01T19:06:45.000Z Starting module auth
2026-04-01T19:06:45.000Z Traceback (most recent call last): ValueError: invalid state transition in auth
2026-04-01T19:06:45.000Z ##[error]Runtime exception in test process",2026-04-01t19:06:45.000z group run ci for pytorch/pytorch 2026-04-01t19:06:45.000z runner image: macos-latest 2026-04-01t19:06:45.000z language: go 2026-04-01t19:06:45.000z starting module auth 2026-04-01t19:06:45.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution
"2026-04-02T07:16:51.000Z ##[group]Run CI for angular/angular
2026-04-02T07:16:51.000Z Runner image: windows-latest
2026-04-02T07:16:51.000Z Language: python
2026-04-02T07:16:51.000Z Starting module router
2026-04-02T07:16:51.000Z Traceback (most recent call last): ValueError: invalid state transition in router
2026-04-02T07:16:51.000Z ##[error]Runtime exception in test process",2026-04-02t07:16:51.000z group run ci for angular/angular 2026-04-02t07:16:51.000z runner image: windows-latest 2026-04-02t07:16:51.000z language: python 2026-04-02t07:16:51.000z starting module router 2026-04-02t07:16:51.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution
"2026-04-02T07:20:29.000Z ##[group]Run CI for facebook/react
2026-04-02T07:20:29.000Z Runner image: windows-latest
2026-04-02T07:20:29.000Z Language: node
2026-04-02T07:20:29.000Z Starting module router
2026-04-02T07:20:29.000Z Traceback (most recent call last): ValueError: invalid state transition in router
2026-04-02T07:20:29.000Z ##[error]Runtime exception in test process",2026-04-02t07:20:29.000z group run ci for facebook/react 2026-04-02t07:20:29.000z runner image: windows-latest 2026-04-02t07:20:29.000z language: node 2026-04-02t07:20:29.000z starting module router 2026-04-02t07:20:29.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution
"2026-04-02T01:18:46.000Z ##[group]Run CI for angular/angular
2026-04-02T01:18:46.000Z Runner image: ubuntu-latest
2026-04-02T01:18:46.000Z Language: rust
2026-04-02T01:18:46.000Z Starting module compiler
2026-04-02T01:18:46.000Z Traceback (most recent call last): ValueError: invalid state transition in compiler
2026-04-02T01:18:46.000Z ##[error]Runtime exception in test process",2026-04-02t01:18:46.000z group run ci for angular/angular 2026-04-02t01:18:46.000z runner image: ubuntu-latest 2026-04-02t01:18:46.000z language: rust 2026-04-02t01:18:46.000z starting module compiler 2026-04-02t01:18:46.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution
"2026-04-01T13:07:47.000Z ##[group]Run CI for facebook/react
2026-04-01T13:07:47.000Z Runner image: windows-latest
2026-04-01T13:07:47.000Z Language: java
2026-04-01T13:07:47.000Z Starting module worker
2026-04-01T13:07:47.000Z Traceback (most recent call last): ValueError: invalid state transition in worker
2026-04-01T13:07:47.000Z ##[error]Runtime exception in test process",2026-04-01t13:07:47.000z group run ci for facebook/react 2026-04-01t13:07:47.000z runner image: windows-latest 2026-04-01t13:07:47.000z language: java 2026-04-01t13:07:47.000z starting module worker 2026-04-01t13:07:47.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution
"2026-04-02T07:32:22.000Z ##[group]Run CI for vercel/next.js
2026-04-02T07:32:22.000Z Runner image: macos-latest
2026-04-02T07:32:22.000Z Language: python
2026-04-02T07:32:22.000Z Starting module auth
2026-04-02T07:32:22.000Z Traceback (most recent call last): ValueError: invalid state transition in auth
2026-04-02T07:32:22.000Z ##[error]Runtime exception in test process",2026-04-02t07:32:22.000z group run ci for vercel/next.js 2026-04-02t07:32:22.000z runner image: macos-latest 2026-04-02t07:32:22.000z language: python 2026-04-02t07:32:22.000z starting module auth 2026-04-02t07:32:22.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution
"2026-04-02T07:36:02.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-02T07:36:02.000Z Runner image: macos-latest
2026-04-02T07:36:02.000Z Language: python
2026-04-02T07:36:02.000Z Starting module auth
2026-04-02T07:36:02.000Z Traceback (most recent call last): ValueError: invalid state transition in auth
2026-04-02T07:36:02.000Z ##[error]Runtime exception in test process",2026-04-02t07:36:02.000z group run ci for tensorflow/tensorflow 2026-04-02t07:36:02.000z runner image: macos-latest 2026-04-02t07:36:02.000z language: python 2026-04-02t07:36:02.000z starting module auth 2026-04-02t07:36:02.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution
